quote,author,tags,cleaned_quote,cleaned_author
"“Here's all you have to know about men and women: women are crazy, men are stupid. And the main reason women are crazy is that men are stupid.”","George Carlin,",[],here know men woman woman crazy men stupid main reason woman crazy men stupid,george carlin
"“You don't love someone for their looks, or their clothes, or for their fancy car, but because they sing a song only you can hear.”",oscar wilde,[],dont love someone look clothes fancy car sing song hear,oscar wilde
“Where is human nature so weak as in the bookstore?”,Henry Ward Beecherr,[],human nature weak bookstore,henry ward beecherr
"“Well, Iâ€™m not kissing the mundane,"" said Jace. ""Iâ€™d rather stay down here and rot.""""Forever?"" said Simon. ""Foreverâ€™s an awfully long time.""Jace raised his eyebrows. ""I knew it,"" he said. ""You want to kiss me, donâ€™t you?”","Cassandra Clare,",[],well im kissing mundane said jace id rather stay rotforever said simon forevers awfully long timejace raised eyebrow knew said want kiss dont,cassandra clare
"“The best index to a person's character is how he treats people who can't do him any good, and how he treats people who can't fight back.”",Abigail Van Buren,[],best index person character treat people cant good treat people cant fight back,abigail van buren
“All happy families are alike; each unhappy family is unhappy in its own way.”,"Leo Tolstoy  ,",[],happy family alike unhappy family unhappy way,leo tolstoy
“Think before you speak. Read before you think.”,"Fran Lebowitz,",[],think speak read think,fran lebowitz
“I cannot live without books.”,Thomas Jefferson,[],live without book,thomas jefferson
"“And by the way, everything in life is writable about if you have the outgoing guts to do it, and the imagination to improvise. The worst enemy to creativity is self-doubt.”","Sylvia Plath,",[],way everything life writable outgoing gut imagination improvise worst enemy creativity selfdoubt,sylvia plath
"“It is a truth universally acknowledged, that a single man in possession of a good fortune, must be in want of a wife.”","Jane Austen,",[],truth universally acknowledged single man possession good fortune must want wife,jane austen
"“I have a history of making decisions very quickly about men. I have always fallen in love fast and without measuring risks. I have a tendency not only to see the best in everyone, but to assume that everyone is emotionally capable of reaching his highest potential. I have fallen in love more times than I care to count with the highest potential of a man, rather than with the man himself, and I have hung on to the relationship for a long time (sometimes far too long) waiting for the man to ascend to his own greatness. Many times in romance I have been a victim of my own optimism.”","Elizabeth Gilbert,",[],history making decision quickly men always fallen love fast without measuring risk tendency see best everyone assume everyone emotionally capable reaching highest potential fallen love time care count highest potential man rather man hung relationship long time sometimes far long waiting man ascend greatness many time romance victim optimism,elizabeth gilbert
"“If at first you don't succeed, try, try again. Then quit. No use being a damn fool about it.”",W.C. Fields,[],first dont succeed try try quit use damn fool,wc field
"“This above all: to thine own self be true, And it must follow, as the night the day, Thou canst not then be false to any man.”","William Shakespeare,",[],thine self true must follow night day thou canst false man,william shakespeare
“I have loved the stars too fondly to be fearful of the night.”,Sarah   Williams,[],loved star fondly fearful night,sarah williams
“God created war so that Americans would learn geography.”,Mark Twain,[],god created war american would learn geography,mark twain
“Hell is empty and all the devils are here.”,"William Shakespeare,",[],hell empty devil,william shakespeare
"“It is not the critic who counts; not the man who points out how the strong man stumbles, or where the doer of deeds could have done them better. The credit belongs to the man who is actually in the arena, whose face is marred by dust and sweat and blood; who strives valiantly; who errs, who comes short again and again, because there is no effort without error and shortcoming; but who does actually strive to do the deeds; who knows great enthusiasms, the great devotions; who spends himself in a worthy cause; who at the best knows in the end the triumph of high achievement, and who at the worst, if he fails, at least fails while daring greatly, so that his place shall never be with those cold and timid souls who neither know victory nor defeat.”",Theodore Roosevelt,[],critic count man point strong man stumble doer deed could done better credit belongs man actually arena whose face marred dust sweat blood strives valiantly errs come short effort without error shortcoming actually strive deed know great enthusiasm great devotion spends worthy cause best know end triumph high achievement worst fails least fails daring greatly place shall never cold timid soul neither know victory defeat,theodore roosevelt
